5,7,6,8,9,10,12,11,13,14,15,17,16,21,22,19,24,20,23,18,26,25,27,29,28,31,38,30,33,35,32,37,39,41,46,42,40,34,43,36,44,48,45,50,47,52,49,53,55,57,54,51,58,60,59,61,56,63,99,67,73,64,65,80,98,82,70,76,91,75,68,62,81,69,79,85,72,66,100,78,92,87,96,86,83,77,94,88,74,71,95,93,90,84,89,97,Total
0,27,3,52,131,240,753,479,1250,1688,2577,4401,3570,10105,11552,6972,15209,8218,13902,5862,19845,17907,21800,24737,23966,28710,44147,27749,33167,38107,30553,42199,52205,59080,69145,61225,58618,36291,66107,41166,65915,75183,72549,77552,72440,83109,78985,90295,95040,100959,91374,82550,102652,108624,106395,115896,99285,119001,169158,129435,131101,119368,123010,136277,144678,135577,130724,138132,136928,133092,129219,118336,137479,132415,134926,137549,132169,129801,165716,138013,140994,140365,142583,136347,137127,134961,149139,134866,133978,135936,147440,144139,140691,138121,139831,143474,7744614
1,212,31,593,1383,2506,6073,4254,8485,11420,15457,25428,20164,54923,67025,39262,84921,46467,76404,32324,109636,96008,116627,133358,127406,149866,218060,140802,168554,187169,159676,209245,244665,267950,321457,279449,256747,178604,295178,201672,303562,350387,310692,374411,330974,394342,359072,411525,443572,471525,426655,387207,493935,537965,509689,540540,459165,586455,932193,634715,651853,601536,617593,682462,686097,684121,631643,670848,688261,674610,636563,556981,676361,631275,689248,695996,649844,629654,945720,682622,687081,703223,689152,697269,704278,677846,704104,740135,661438,646024,712291,676661,684816,702685,700352,689943,38078629
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140085,127208,170518,301852,154371,203825,240077,186550,278590,371497,428992,569845,453168,399955,221186,485834,263007,509326,626397,539277,679579,591795,736640,649389,774398,834388,893348,800004,709772,925194,983589,951149,1000575,863801,1054538,1408992,1122110,1157093,1071264,1090900,1181090,1070714,1177692,1140070,1183914,1116114,1182566,1130316,1022526,1177538,1129258,1182117,1171983,1155988,1113200,1425240,1189963,1106949,1152963,1090307,1163963,1192346,1181998,1112170,1163388,1173308,1161068,1113471,1093562,1120757,1183642,1132956,1078071,62941286
0,2,0,17,22,72,291,158,509,768,1243,2244,1697,5444,6433,3661,8570,4461,7463,2911,10488,9515,11673,10772,10246,12457,18534,11879,14284,15630,13261,17272,20783,22667,26729,23473,21299,15245,24470,16903,25159,28073,25560,29281,26969,31112,28847,31901,33528,35664,32592,29975,36600,37869,36949,38126,34871,39870,87273,42393,43802,40918,40965,45746,46196,46606,42878,45065,45628,44696,43126,38833,46011,42845,45666,46747,43930,41875,87497,45857,45203,47125,45842,46907,47146,45148,45558,47040,44405,44212,46307,45680,46418,47619,46413,45838,2747906
0,0,0,214,560,1209,2366,4052,6931,10744,16888,24921,34838,49196,67731,89190,117429,154072,200008,248591,320857,419412,531624,659149,812207,1019025,1219309,1413539,1640888,1861471,2155758,2371284,2622378,2973209,4927367,5539650,5988437,6459033,6939490,7544227,7987777,8288986,8719833,9194073,10208896,10635863,11153292,11578019,12172139,12542239,13025127,13500114,13762242,14137036,15229570,15530918,15881897,16262051,16551211,16997925,17282873,17617119,17494232,17609901,18338390,18476754,18720176,18700592,18639221,18736686,18759292,18780964,18827692,18737446,19266400,19210948,19047797,19086043,19151480,18957644,18529638,18245229,18054216,17997429,17849616,17537781,17163476,16936431,16282740,16154297,15837966,15425341,15053648,14585629,0,0,918901549
0,13,4,64,107,210,456,334,608,731,1030,1659,1262,3072,3808,2329,4729,2627,4224,2012,6200,5205,6128,7092,6881,7603,10465,7222,8223,9174,7967,9921,11544,12671,14761,12988,12060,8610,13789,9346,14157,15810,14406,17575,15164,18029,16347,19715,21012,22935,20297,17744,24167,26873,25154,27363,22330,30697,55040,32096,31327,30085,31144,31747,35109,32005,31255,32954,32823,32277,32184,28363,31271,30610,31881,33501,31292,32121,56633,32261,32907,33821,34004,33332,33510,32499,34759,35065,31503,30569,35576,32913,32571,33256,32764,35712,1869644
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,281,324,390,277,320,338,333,383,465,518,612,466,461,323,516,410,532,584,559,631,522,623,643,640,750,749,682,680,779,800,849,916,787,914,6092,927,992,911,961,942,984,947,944,1015,963,1068,1045,916,983,1014,962,990,1022,1026,6039,967,954,979,987,948,963,947,972,983,947,1121,1096,1046,1037,968,987,974,66945
0,0,0,1,1,1,7,6,16,23,53,77,64,181,230,147,282,153,293,122,363,335,391,399,367,437,571,409,451,510,445,584,711,719,839,722,728,553,738,536,809,830,852,871,890,937,832,1005,1076,1108,1037,908,1164,1217,1229,1209,1104,1210,5607,1397,1366,1258,1309,1341,1442,1371,1311,1453,1379,1335,1390,1300,1362,1321,1441,1410,1330,1386,5344,1396,1418,1445,1578,1369,1433,1388,1466,1363,1343,1521,1614,1443,1481,1412,1358,1559,92193
0,0,0,6,16,58,107,48,136,198,321,551,432,1241,1546,811,1983,1063,1734,664,2845,2386,3354,3415,3135,4048,6948,3768,4903,5909,4665,6647,8736,10295,12647,10454,9588,5618,11181,6366,11223,13959,12445,14587,13047,16140,14711,16688,18910,20310,17740,15798,20435,22695,22083,23634,19690,25138,0,27384,27483,25562,26090,27631,30190,28302,28070,29448,28676,27903,27105,24522,28450,27949,28685,28826,27933,27729,0,28460,28297,29234,28922,28992,28702,27888,29310,27817,27850,28517,29703,29062,29179,28629,28893,29485,1473934
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3556,3355,3822,5233,3600,4278,4523,4050,5134,5758,6056,7318,6217,6102,4362,6842,5024,6887,8110,6971,8445,7472,8717,7898,9482,10359,11021,9711,8821,12087,13402,12212,12876,10527,14391,54086,15861,15709,15116,15171,16632,17182,16441,15119,16452,17074,16486,15611,13420,16074,15315,16986,16874,15882,15491,57368,16917,17086,17582,17248,17577,17005,16334,18072,19239,16280,15992,18611,17065,16965,16966,17725,17430,973063
0,1,0,4,15,39,110,67,167,274,364,738,559,1675,2049,1134,2687,1407,2400,955,3347,3061,3548,3537,3278,4002,5583,3850,4480,4878,4250,5348,6317,6845,7980,7105,6590,4786,7435,5255,7477,8491,7575,9050,8035,9409,8838,9649,10584,11320,10070,9280,12013,12757,12083,12358,11053,13343,27637,14539,14289,14221,13802,14892,15585,15140,14318,14956,15313,15047,14584,13130,14821,14328,14947,15570,14841,14569,27774,15116,15093,15832,15766,15795,15120,15070,15691,16473,14548,14773,16290,14960,15386,15972,15545,15634,896872
0,0,0,122,330,501,1230,951,1747,2346,3193,5191,4234,12485,15597,8376,20764,10192,19143,6851,29115,23735,30050,32712,31659,38461,59329,34922,43835,50557,40605,57153,67795,76371,96609,82596,73455,47082,90792,57675,94224,112468,91838,126068,100991,129147,118253,138781,149667,158124,143493,127435,171953,202976,183303,194393,155547,222933,0,239560,241461,230420,236328,253013,241915,251116,234962,251263,258669,252831,238691,206328,246371,236271,259335,256633,244434,246274,0,251116,255225,262229,245487,259824,261959,255279,260710,291298,245971,247063,260923,244219,256647,258771,269860,244380,12796191
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216,2072,2491,3294,2345,2761,3020,2553,3113,3624,3840,4211,3903,3652,2779,4041,3170,3972,4408,4086,4679,4290,4726,4462,4954,5071,5454,5088,4610,5663,5854,5720,5792,5372,6047,49720,6408,6396,6236,6073,6444,6735,6668,6346,6668,6541,6560,6575,6202,6472,6606,6693,6571,6402,6345,50870,6744,6596,6760,6860,6744,6797,6580,6797,6941,6544,6476,6826,6646,6581,6783,6637,6759,480935
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37030,32862,47760,91825,42763,59065,71066,54732,82559,117393,138803,198166,150034,128863,64402,163672,79242,171872,218704,186845,251659,206786,274637,235918,297266,319625,345126,307253,259308,358285,383890,371932,390452,330894,412211,0,425400,425664,415355,416704,408231,349330,405611,431158,424501,376874,430987,427627,400369,404638,428432,414221,397114,428971,426093,0,420504,373370,387877,363960,391500,406473,421415,375900,393027,431841,435628,374912,363359,376508,409024,381943,359350,21386771
0,0,0,9,28,47,235,134,383,615,1064,1844,1460,4952,5765,3361,8262,4104,7077,2602,10817,9490,12027,6395,5850,7863,13210,7461,9594,10844,8776,12251,15703,18271,22930,19197,16844,10381,19767,11439,21194,24121,21946,26341,23083,28518,25544,29499,30629,33924,30166,27200,34536,36200,35420,36255,32529,38251,0,41153,42929,39716,40006,44348,40817,45204,42927,43946,42820,43472,42039,37306,44567,41982,43918,45106,43045,40517,0,44830,42146,44854,42249,44412,45402,43953,41812,43706,43736,43533,42096,41993,43864,45831,44259,41452,2372354
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,91,95,127,96,107,97,95,121,132,160,182,152,153,100,161,123,187,211,186,220,182,227,196,236,258,293,230,234,331,341,318,313,248,383,4717,428,409,397,389,414,467,383,385,434,448,399,393,388,366,413,396,442,385,416,5221,422,394,462,408,468,444,421,461,528,403,425,449,408,447,402,416,476,31796
0,1,1,0,2,2,12,6,16,31,37,84,44,149,184,102,249,140,220,76,317,262,332,359,308,392,525,355,471,477,416,523,612,665,931,687,671,437,737,484,807,862,883,921,823,956,995,1042,1064,1201,1101,1016,1318,1344,1418,1322,1126,1374,4238,1641,1399,1499,1438,1506,1675,1599,1531,1433,1524,1557,1545,1342,1452,1436,1554,1557,1497,1504,4157,1593,1606,1638,1693,1536,1637,1565,1679,1788,1550,1443,1837,1523,1472,1684,1491,1692,95401
0,0,0,12,40,52,121,87,144,207,304,514,395,1044,1385,795,1909,844,1998,678,2691,2119,2690,2587,2664,2902,3908,2660,2998,3479,3022,3901,4582,5194,6130,5169,4637,3287,5991,3885,5943,6682,5824,8161,6394,8155,7360,9442,9848,10816,9787,8259,11835,14095,13205,13673,10789,17169,0,17237,16302,15890,16748,16211,19075,17094,16480,17715,18194,16738,16914,14866,16773,16477,16736,18398,16633,18965,0,17076,18786,18976,18441,18188,18680,17841,19766,21045,16168,16078,19556,17612,18282,18404,19268,19511,899586
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,40,46,59,38,40,54,56,56,63,62,82,83,53,54,72,58,78,78,76,89,56,86,68,88,76,81,92,86,90,77,84,92,103,87,5515,110,106,103,95,92,96,106,85,94,102,85,111,82,88,110,84,94,116,79,5289,90,104,95,91,101,92,90,74,104,92,113,116,103,116,111,93,96,16773
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786,686,912,1395,803,1043,1231,978,1328,1626,2059,2303,1904,1700,1183,2137,1397,2093,2636,2366,2829,2367,3040,2695,3092,3567,3805,3263,3016,3907,4024,4122,4421,3604,4755,0,5171,5230,4835,4955,4899,5345,4787,5355,5430,5334,5246,5028,4776,5130,5096,4901,5210,5468,5148,0,5262,5039,5097,5306,4911,5076,4999,5296,4973,5112,5339,5490,5221,5181,5167,5248,5215,268349
0,0,0,2,0,13,32,8,59,91,148,293,244,657,841,467,1083,601,1070,375,1531,1305,1655,658,729,825,1261,799,985,1133,873,1187,1465,1700,1975,1774,1568,1154,1826,1288,1884,2133,2120,2297,2026,2472,2274,2353,2690,3016,2563,2197,2923,3155,3379,3398,3035,3412,0,3906,3981,3640,3616,4039,4201,4047,3992,4242,4125,3849,3780,3513,3905,3882,3931,3924,4003,3895,0,3807,4110,4132,4441,3858,3825,3828,4178,3778,3970,4136,4218,4114,4337,3894,4264,4138,222501
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,599,684,873,661,749,844,718,819,1003,1078,1266,1065,1073,817,1193,848,1089,1302,1126,1357,1255,1388,1310,1483,1670,1719,1561,1491,1829,1963,1970,1977,1672,2135,17621,2236,2239,2254,2146,2363,2531,2445,2186,2417,2402,2440,2309,2078,2322,2308,2403,2559,2356,2294,19230,2515,2461,2519,2525,2504,2522,2378,2674,2736,2365,2432,2715,2408,2532,2488,2457,2576,167153
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4780,4456,5263,8218,5052,6188,6813,5876,8563,9327,10359,13794,11024,10315,6577,14109,9101,12898,16002,12958,18087,14018,18792,16670,20387,23476,24718,22141,18091,27189,33304,29064,30902,23228,36745,0,38158,35827,38015,37287,37388,37063,37182,35953,38570,39939,38796,37030,33387,36035,36041,38379,39549,38082,39709,0,38817,39417,40773,37579,41756,39303,39506,40798,48559,38320,40302,42322,38647,39034,40409,42394,37010,1935821
0,0,0,7,11,34,86,46,145,213,306,629,484,1554,1989,1071,2747,1255,2274,764,3436,3034,3651,1926,1779,2303,3192,2184,2650,3021,2550,3206,3695,4063,5133,4278,3836,2902,5058,3241,5024,5847,4886,6164,5305,6333,5937,6568,8043,8393,7097,6419,8796,9967,9507,9373,8044,10828,0,11411,10939,11473,11139,11977,11618,11852,11134,11643,11862,11832,11341,9915,11334,11120,12049,12258,11794,11591,0,11753,11139,12720,11899,13435,12357,11283,11739,13719,11457,12101,12325,11832,12170,12687,13063,11832,637077
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8880,8075,10231,15386,9652,11882,13070,11324,14111,16798,19019,23937,19926,18184,12129,20906,13841,21956,24543,22382,27200,23609,28405,25304,30104,31226,35344,30627,28114,35875,38328,36613,37515,33038,41119,0,43719,43352,41457,41001,42672,42305,44657,44428,43842,42897,43781,44736,39222,42715,43401,43380,42861,44419,42633,0,44556,41836,43848,42507,43723,44288,43503,42500,44714,42905,45669,44051,41749,43612,45492,44443,42814,2358341
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,21,22,31,27,27,14,34,38,34,43,41,29,29,44,28,41,41,35,35,43,51,34,28,47,63,54,46,54,67,54,73,49,72,5251,92,81,77,78,58,77,70,79,71,87,76,81,72,66,104,61,58,71,63,5616,88,63,79,74,75,66,78,76,107,63,79,90,82,74,88,71,79,15015
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,665,705,890,645,720,834,640,959,1036,1215,1493,1323,1204,752,1638,1087,1396,1632,1464,1862,1547,1845,1756,2210,2375,2692,2390,1847,3009,3519,3422,3208,2485,4022,0,4205,3860,3944,4316,3829,4109,3919,4185,4223,4669,4151,4178,3720,3904,4083,3748,4239,4011,4617,0,4071,4268,4571,4166,4236,4479,4409,4444,5189,4038,4082,4495,4172,4417,4417,4627,4244,211345
0,0,0,5,3,12,27,15,44,78,112,184,182,524,703,348,959,421,981,317,1216,1055,1274,389,383,522,638,476,512,554,517,660,722,899,998,952,814,631,983,678,1083,1048,977,1156,910,1208,1063,1306,1430,1576,1432,1190,1639,1943,1975,1881,1535,2092,0,2272,2080,2123,2259,2259,2237,2278,2121,2255,2431,2284,2191,1968,2178,2253,2180,2455,2342,2394,0,2246,2384,2477,2281,2502,2351,2334,2574,2728,2212,2290,2551,2356,2421,2413,2495,2408,128815
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1324,1188,1404,2014,1374,1526,1767,1584,1872,2140,2418,2722,2401,2239,1735,2739,1938,2626,3103,2962,3052,2810,3277,3295,3407,3826,4199,3742,3270,4276,4653,4644,4883,4190,4894,0,5307,5550,5185,5171,5224,5561,5331,5458,5889,5540,5621,5376,5006,5191,5566,5298,5295,5872,5518,0,5525,5319,5255,5914,4958,5134,5309,5373,5156,5431,5838,5620,5383,5532,5597,5649,5490,294936
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2603,2446,2827,3870,2706,3275,3291,3121,4027,4214,4692,6053,4941,4688,3299,6395,4001,5412,7032,5533,7575,6055,7540,7233,8176,10245,10634,8990,7629,11710,13652,12275,12643,9675,14997,0,15365,14269,16177,14672,15597,15255,15165,14616,15514,15995,15705,15319,14145,14292,15078,15817,16586,15919,15521,0,16071,14953,17126,15438,17750,16248,15586,16488,19273,14961,16864,17566,15332,16630,17144,17250,15422,804564
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1104,1131,1261,1539,1196,1384,1385,1313,1620,1674,1875,2259,1964,1878,1374,2658,1781,2155,2859,2341,2499,2104,2646,2575,2822,3368,3811,3296,2641,3958,4760,4408,4438,3473,5028,0,5209,4882,5347,5214,4959,5059,4885,5340,5241,5552,5479,5441,4630,4793,5234,5058,5418,5434,5433,0,5411,4941,5636,5333,5845,5146,5331,5204,6157,5178,5883,5467,5295,5599,5630,5978,5142,278362
